Item,RM,BM,Brand,Quality,SPL,TT,MTM,Purpose,Type,D1,W1,L1,D2,L2,Zn,D3,L3,A1_DEG,D1_Inch,W1_Inch,L1_Inch,Is PL,ROL,CETSH,Template or Variant Of,Description,EOL,Created By,Creation
HR2XRD01F75,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,5.556,,76.2,,,,,,,Jul-32,-,3,No,,82073000,H2RD-Round Tool Bits-BSW,"HSS Rohit- 2X  Round Ø7/32""x3""",31-12-2099,Administrator,06-10-2010 17:30
HR2XRD01F83,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,5.556,,101.6,,,,,,,Jul-32,-,4,No,,82073000,H2RD-Round Tool Bits-BSW,"HSS Rohit- 2X  Round Ø7/32""x4""",31-12-2099,Administrator,06-10-2010 17:30
HR2XRD01F91,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,5.556,,152.4,,,,,,,Jul-32,-,6,No,,82073000,H2RD-Round Tool Bits-BSW,"HSS Rohit- 2X  Round Ø7/32""x6""",31-12-2099,Administrator,06-10-2010 17:30
HR2XRD01FA3,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,5.6,,150,,,,,,,-,-,-,No,,82073000,H2RD-Round Tool Bits-Metric-4mm to 6.9mm,HSS Rohit- 2X  Round Ø5.6x150,31-12-2099,ramesh.pant@rigpl.com,29-08-2013 18:25
HR2XRD01FC9,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,5.85,,100,,,,,,,-,-,-,No,,82073000,H2RD-Round Tool Bits-Metric-4mm to 6.9mm,HSS Rohit- 2X  Round Ø5.85x100,31-12-2099,ramesh.pant@rigpl.com,01-03-2014 15:01
HR2XRD01FE4,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,6,,50,,,,,,,-,-,-,No,,82073000,H2RD-Round Tool Bits-Metric-4mm to 6.9mm,HSS Rohit- 2X  Round Ø6x50,31-12-2099,Administrator,25-02-2011 06:04
HR2XRD01FF2,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,6,,60,,,,,,,-,-,-,No,,82073000,H2RD-Round Tool Bits-Metric-4mm to 6.9mm,HSS Rohit- 2X  Round Ø6x60,31-12-2099,ramesh.pant@rigpl.com,18-04-2013 13:00
HR2XRD01FG0,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,6,,63,,,,,,,-,-,-,No,,82073000,H2RD-Round Tool Bits-Metric-4mm to 6.9mm,HSS Rohit- 2X  Round Ø6x63,31-12-2099,Administrator,25-02-2011 06:04
HR2XRD01FD6,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,6,,65,,,,,,,-,-,-,No,,82073000,H2RD-Round Tool Bits-Metric-4mm to 6.9mm,HSS Rohit- 2X  Round Ø6x65,31-12-2099,ramesh.pant@rigpl.com,11-03-2014 16:44
HR2XRD01FH8,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,6,,75,,,,,,,-,-,-,Yes,40,82073000,H2RD-Round Tool Bits-Metric-4mm to 6.9mm,HSS Rohit- 2X  Round Ø6x75,31-12-2099,aditya@rigpl.com,06-10-2010 17:30
HR2XRD01FJ3,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,6,,100,,,,,,,-,-,-,Yes,250,82073000,H2RD-Round Tool Bits-Metric-4mm to 6.9mm,HSS Rohit- 2X  Round Ø6x100,31-12-2099,aditya@rigpl.com,06-10-2010 17:30
HR2XRD032D2,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,6,,135,,,,,,,-,-,-,No,,82073000,H2RD-Round Tool Bits-Metric-4mm to 6.9mm,HSS Rohit- 2X  Round Ø6x135,31-12-2099,sushil.rathee@rigpl.com,46:16.7
HR2XRD01FK1,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,6,,150,,,,,,,-,-,-,Yes,2,82073000,H2RD-Round Tool Bits-Metric-4mm to 6.9mm,HSS Rohit- 2X  Round Ø6x150,31-12-2099,aditya@rigpl.com,06-10-2010 17:30
HR2XRD01FL9,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,6,,200,,,,,,,-,-,-,Yes,,82073000,H2RD-Round Tool Bits-Metric-4mm to 6.9mm,HSS Rohit- 2X  Round Ø6x200,31-12-2099,Administrator,06-10-2010 17:30
HR2XRD02NY0,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,6.15,,90,,,,,,,-,-,-,No,,82073000,H2RD-Round Tool Bits-Metric-4mm to 6.9mm,HSS Rohit- 2X  Round Ø6.15x90,31-12-2099,ramesh.pant@rigpl.com,27:34.9
HR2XRD01FM7,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,6.15,,100,,,,,,,-,-,-,No,,82073000,H2RD-Round Tool Bits-Metric-4mm to 6.9mm,HSS Rohit- 2X  Round Ø6.15x100,31-12-2099,ramesh.pant@rigpl.com,19-08-2013 10:27
HR2XRD01FN4,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,6.34,,125,,,,,,,-,-,-,No,,82073000,H2RD-Round Tool Bits-Metric-4mm to 6.9mm,HSS Rohit- 2X  Round Ø6.34x125,31-12-2099,anuj@rigpl.com,21-06-2013 14:40
HR2XRD01FP0,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,6.35,,76.2,,,,,,,01-Apr,-,3,Yes,15,82073000,H2RD-Round Tool Bits-BSW,"HSS Rohit- 2X  Round Ø1/4""x3""",31-12-2099,Administrator,06-10-2010 17:30
HR2XRD01FQ8,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,6.35,,101.6,,,,,,,01-Apr,-,4,Yes,10,82073000,H2RD-Round Tool Bits-BSW,"HSS Rohit- 2X  Round Ø1/4""x4""",31-12-2099,aditya@rigpl.com,06-10-2010 17:30
HR2XRD01FR6,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,6.35,,152.4,,,,,,,01-Apr,-,6,Yes,5,82073000,H2RD-Round Tool Bits-BSW,"HSS Rohit- 2X  Round Ø1/4""x6""",31-12-2099,aditya@rigpl.com,06-10-2010 17:30
HR2XRD01FS3,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,6.35,,203.2,,,,,,,01-Apr,-,8,Yes,,82073000,H2RD-Round Tool Bits-BSW,"HSS Rohit- 2X  Round Ø1/4""x8""",31-12-2099,Administrator,06-10-2010 17:30
HR2XRD01FT1,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,6.5,,75,,,,,,,-,-,-,No,,82073000,H2RD-Round Tool Bits-Metric-4mm to 6.9mm,HSS Rohit- 2X  Round Ø6.5x75,31-12-2099,Administrator,06-10-2010 17:30
HR2XRD01FU9,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,6.5,,100,,,,,,,-,-,-,No,,82073000,H2RD-Round Tool Bits-Metric-4mm to 6.9mm,HSS Rohit- 2X  Round Ø6.5x100,31-12-2099,Administrator,06-10-2010 17:30
HR2XRD01FV7,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,6.5,,150,,,,,,,-,-,-,No,,82073000,H2RD-Round Tool Bits-Metric-4mm to 6.9mm,HSS Rohit- 2X  Round Ø6.5x150,31-12-2099,Administrator,06-10-2010 17:30
HR2XRD01FW5,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,6.99,,150,,,,,,,-,-,-,No,,82073000,H2RD-Round Tool Bits-Metric-4mm to 6.9mm,HSS Rohit- 2X  Round Ø6.99x150,31-12-2099,anuj@rigpl.com,21-06-2013 14:39
HR2XRD01FX2,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,7,,75,,,,,,,-,-,-,No,,82073000,H2RD-Round Tool Bits-Metric-7mm to 11.9mm,HSS Rohit- 2X  Round Ø7x75,31-12-2099,Administrator,06-10-2010 17:30
HR2XRD01FY0,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,7,,100,,,,,,,-,-,-,No,,82073000,H2RD-Round Tool Bits-Metric-7mm to 11.9mm,HSS Rohit- 2X  Round Ø7x100,31-12-2099,Administrator,06-10-2010 17:30
HR2XRD01FZ8,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,7,,150,,,,,,,-,-,-,No,,82073000,H2RD-Round Tool Bits-Metric-7mm to 11.9mm,HSS Rohit- 2X  Round Ø7x150,31-12-2099,Administrator,06-10-2010 17:30
HR2XRD02ZX0,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,7.1,,100,,,,,,,-,-,-,No,,82073000,H2RD-Round Tool Bits-Metric-7mm to 11.9mm,HSS Rohit- 2X  Round Ø7.1x100,31-12-2099,ramesh.pant@rigpl.com,13:23.4
HR2XRD01G09,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,7.5,,75,,,,,,,-,-,-,No,,82073000,H2RD-Round Tool Bits-Metric-7mm to 11.9mm,HSS Rohit- 2X  Round Ø7.5x75,31-12-2099,Administrator,25-02-2011 06:04
HR2XRD01G17,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,7.5,,100,,,,,,,-,-,-,No,,82073000,H2RD-Round Tool Bits-Metric-7mm to 11.9mm,HSS Rohit- 2X  Round Ø7.5x100,31-12-2099,Administrator,25-02-2011 06:04
HR2XRD01G25,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,7.5,,150,,,,,,,-,-,-,No,,82073000,H2RD-Round Tool Bits-Metric-7mm to 11.9mm,HSS Rohit- 2X  Round Ø7.5x150,31-12-2099,Administrator,25-02-2011 06:04
HR2XRD02YP9,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,7.85,,100,,,,,,,-,-,-,No,,82073000,H2RD-Round Tool Bits-Metric-7mm to 11.9mm,HSS Rohit- 2X  Round Ø7.85x100,31-12-2099,ramesh.pant@rigpl.com,45:22.0
HR2XRD01G33,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,7.938,,76.2,,,,,,,May-16,-,3,Yes,,82073000,H2RD-Round Tool Bits-BSW,"HSS Rohit- 2X  Round Ø5/16""x3""",31-12-2099,Administrator,06-10-2010 17:30
HR2XRD01G41,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,7.938,,101.6,,,,,,,May-16,-,4,Yes,,82073000,H2RD-Round Tool Bits-BSW,"HSS Rohit- 2X  Round Ø5/16""x4""",31-12-2099,Administrator,06-10-2010 17:30
HR2XRD01G58,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,7.938,,152.4,,,,,,,May-16,-,6,Yes,,82073000,H2RD-Round Tool Bits-BSW,"HSS Rohit- 2X  Round Ø5/16""x6""",31-12-2099,Administrator,06-10-2010 17:30
HR2XRD01G66,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,7.938,,203.2,,,,,,,May-16,-,8,Yes,,82073000,H2RD-Round Tool Bits-BSW,"HSS Rohit- 2X  Round Ø5/16""x8""",31-12-2099,Administrator,06-10-2010 17:30
HR2XRD01G74,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,8,,65,,,,,,,-,-,-,No,,82073000,H2RD-Round Tool Bits-Metric-7mm to 11.9mm,HSS Rohit- 2X  Round Ø8x65,31-12-2099,Administrator,25-02-2011 06:04
HR2XRD01G82,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,8,,75,,,,,,,-,-,-,Yes,4,82073000,H2RD-Round Tool Bits-Metric-7mm to 11.9mm,HSS Rohit- 2X  Round Ø8x75,31-12-2099,aditya@rigpl.com,06-10-2010 17:30
HR2XRD01G90,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,8,,100,,,,,,,-,-,-,Yes,80,82073000,H2RD-Round Tool Bits-Metric-7mm to 11.9mm,HSS Rohit- 2X  Round Ø8x100,31-12-2099,aditya@rigpl.com,06-10-2010 17:30
HR2XRD01GA2,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,8,,150,,,,,,,-,-,-,Yes,15,82073000,H2RD-Round Tool Bits-Metric-7mm to 11.9mm,HSS Rohit- 2X  Round Ø8x150,31-12-2099,aditya@rigpl.com,06-10-2010 17:30
HR2XRD01GB0,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,8,,200,,,,,,,-,-,-,Yes,,82073000,H2RD-Round Tool Bits-Metric-7mm to 11.9mm,HSS Rohit- 2X  Round Ø8x200,31-12-2099,Administrator,06-10-2010 17:30
HR2XRD03339,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,8.1,,75,,,,,,,-,-,-,No,,82073000,H2RD-Round Tool Bits-Metric-7mm to 11.9mm,HSS Rohit- 2X  Round Ø8.1x75,31-12-2099,ramesh.pant@rigpl.com,48:09.4
HR2XRD03347,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,8.1,,100,,,,,,,-,-,-,No,,82073000,H2RD-Round Tool Bits-Metric-7mm to 11.9mm,HSS Rohit- 2X  Round Ø8.1x100,31-12-2099,ramesh.pant@rigpl.com,50:08.6
HR2XRD01GD5,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,8.2,,75,,,,,,,-,-,-,No,,82073000,H2RD-Round Tool Bits-Metric-7mm to 11.9mm,HSS Rohit- 2X  Round Ø8.2x75,31-12-2099,ramesh.pant@rigpl.com,18-08-2012 12:57
HR2XRD02P08,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,8.2,,100,,,,,,,-,-,-,No,,82073000,H2RD-Round Tool Bits-Metric-7mm to 11.9mm,HSS Rohit- 2X  Round Ø8.2x100,31-12-2099,ramesh.pant@rigpl.com,48:07.7
HR2XRD01GC8,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,8.2,,150,,,,,,,-,-,-,No,,82073000,H2RD-Round Tool Bits-Metric-7mm to 11.9mm,HSS Rohit- 2X  Round Ø8.2x150,31-12-2099,ramesh.pant@rigpl.com,29-08-2013 18:29
HR2XRD01GE3,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,8.5,,75,,,,,,,-,-,-,No,,82073000,H2RD-Round Tool Bits-Metric-7mm to 11.9mm,HSS Rohit- 2X  Round Ø8.5x75,31-12-2099,aditya@rigpl.com,10-12-2011 10:09
HR2XRD01GF1,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,8.5,,150,,,,,,,-,-,-,No,,82073000,H2RD-Round Tool Bits-Metric-7mm to 11.9mm,HSS Rohit- 2X  Round Ø8.5x150,31-12-2099,aditya@rigpl.com,10-12-2011 10:08
HR2XRD01GG9,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,9,,75,,,,,,,-,-,-,Yes,,82073000,H2RD-Round Tool Bits-Metric-7mm to 11.9mm,HSS Rohit- 2X  Round Ø9x75,31-12-2099,Administrator,06-10-2010 17:30
HR2XRD01GH7,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,9,,100,,,,,,,-,-,-,Yes,,82073000,H2RD-Round Tool Bits-Metric-7mm to 11.9mm,HSS Rohit- 2X  Round Ø9x100,31-12-2099,Administrator,06-10-2010 17:30
HR2XRD01GJ2,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,9,,150,,,,,,,-,-,-,Yes,,82073000,H2RD-Round Tool Bits-Metric-7mm to 11.9mm,HSS Rohit- 2X  Round Ø9x150,31-12-2099,Administrator,06-10-2010 17:30
HR2XRD01GK0,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,9,,200,,,,,,,-,-,-,Yes,,82073000,H2RD-Round Tool Bits-Metric-7mm to 11.9mm,HSS Rohit- 2X  Round Ø9x200,31-12-2099,Administrator,06-10-2010 17:30
HR2XRD01GL8,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,9,,250,,,,,,,-,-,-,Yes,,82073000,H2RD-Round Tool Bits-Metric-7mm to 11.9mm,HSS Rohit- 2X  Round Ø9x250,31-12-2099,Administrator,06-10-2010 17:30
HR2XRD01GM6,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,9.5,,150,,,,,,,-,-,-,No,,82073000,H2RD-Round Tool Bits-Metric-7mm to 11.9mm,HSS Rohit- 2X  Round Ø9.5x150,31-12-2099,Administrator,25-02-2011 06:04
HR2XRD01GN3,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,9.515,,150,,,,,,,-,-,-,No,,82073000,H2RD-Round Tool Bits-Metric-7mm to 11.9mm,HSS Rohit- 2X  Round Ø9.515x150,31-12-2099,anuj@rigpl.com,21-06-2013 14:38
HR2XRD01GP9,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,9.525,,76.2,,,,,,,03-Aug,-,3,Yes,,82073000,H2RD-Round Tool Bits-BSW,"HSS Rohit- 2X  Round Ø3/8""x3""",31-12-2099,Administrator,06-10-2010 17:30
HR2XRD01GQ7,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,9.525,,101.6,,,,,,,03-Aug,-,4,Yes,,82073000,H2RD-Round Tool Bits-BSW,"HSS Rohit- 2X  Round Ø3/8""x4""",31-12-2099,Administrator,06-10-2010 17:30
HR2XRD01GR5,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,9.525,,152.4,,,,,,,03-Aug,-,6,Yes,,82073000,H2RD-Round Tool Bits-BSW,"HSS Rohit- 2X  Round Ø3/8""x6""",31-12-2099,Administrator,06-10-2010 17:30
HR2XRD01GS2,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,9.525,,203.2,,,,,,,03-Aug,-,8,Yes,,82073000,H2RD-Round Tool Bits-BSW,"HSS Rohit- 2X  Round Ø3/8""x8""",31-12-2099,Administrator,06-10-2010 17:30
HR2XRD01GT0,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,9.525,,254,,,,,,,03-Aug,-,10,Yes,,82073000,H2RD-Round Tool Bits-BSW,"HSS Rohit- 2X  Round Ø3/8""x10""",31-12-2099,Administrator,06-10-2010 17:30
HR2XRD01GU8,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,9.9,,150,,,,,,,-,-,-,No,,82073000,H2RD-Round Tool Bits-Metric-7mm to 11.9mm,HSS Rohit- 2X  Round Ø9.9x150,31-12-2099,ramesh.pant@rigpl.com,29-08-2013 18:35
HR2XRD02RK7,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,9.95,,150,,,,,,,-,-,-,No,,82073000,H2RD-Round Tool Bits-Metric-7mm to 11.9mm,HSS Rohit- 2X  Round Ø9.95x150,31-12-2099,ramesh.pant@rigpl.com,06:40.8
HR2XRD01GV6,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,10,,75,,,,,,,-,-,-,Yes,,82073000,H2RD-Round Tool Bits-Metric-7mm to 11.9mm,HSS Rohit- 2X  Round Ø10x75,31-12-2099,Administrator,06-10-2010 17:30
HR2XRD01GW4,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,10,,100,,,,,,,-,-,-,Yes,25,82073000,H2RD-Round Tool Bits-Metric-7mm to 11.9mm,HSS Rohit- 2X  Round Ø10x100,31-12-2099,aditya@rigpl.com,06-10-2010 17:30
HR2XRD01GX1,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,10,,150,,,,,,,-,-,-,Yes,10,82073000,H2RD-Round Tool Bits-Metric-7mm to 11.9mm,HSS Rohit- 2X  Round Ø10x150,31-12-2099,aditya@rigpl.com,06-10-2010 17:30
HR2XRD01GY9,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,10,,200,,,,,,,-,-,-,Yes,,82073000,H2RD-Round Tool Bits-Metric-7mm to 11.9mm,HSS Rohit- 2X  Round Ø10x200,31-12-2099,Administrator,06-10-2010 17:30
HR2XRD01GZ7,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,10,,250,,,,,,,-,-,-,Yes,,82073000,H2RD-Round Tool Bits-Metric-7mm to 11.9mm,HSS Rohit- 2X  Round Ø10x250,31-12-2099,Administrator,06-10-2010 17:30
HR2XRD01H08,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,10.3,,200,,,,,,,-,-,-,No,,82073000,H2RD-Round Tool Bits-Metric-7mm to 11.9mm,HSS Rohit- 2X  Round Ø10.3x200,31-12-2099,ramesh.pant@rigpl.com,07-07-2012 11:47
HR2XRD01H16,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,10.5,,100,,,,,,,-,-,-,No,,82073000,H2RD-Round Tool Bits-Metric-7mm to 11.9mm,HSS Rohit- 2X  Round Ø10.5x100,31-12-2099,aditya@rigpl.com,10-12-2011 10:10
HR2XRD01H24,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,11,,75,,,,,,,-,-,-,No,,82073000,H2RD-Round Tool Bits-Metric-7mm to 11.9mm,HSS Rohit- 2X  Round Ø11x75,31-12-2099,Administrator,06-10-2010 17:30
HR2XRD01H32,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,11,,100,,,,,,,-,-,-,No,,82073000,H2RD-Round Tool Bits-Metric-7mm to 11.9mm,HSS Rohit- 2X  Round Ø11x100,31-12-2099,Administrator,06-10-2010 17:30
HR2XRD01H40,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,11,,150,,,,,,,-,-,-,No,,82073000,H2RD-Round Tool Bits-Metric-7mm to 11.9mm,HSS Rohit- 2X  Round Ø11x150,31-12-2099,Administrator,06-10-2010 17:30
HR2XRD02T46,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,11.113,,203.2,,,,,,,Jul-16,-,8,No,,82073000,H2RD-Round Tool Bits-BSW,"HSS Rohit- 2X  Round Ø7/16""x8""",31-12-2099,ramesh.pant@rigpl.com,34:37.4
HR2XRD01H57,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,11.89,,150,,,,,,,-,-,-,No,,82073000,H2RD-Round Tool Bits-Metric-7mm to 11.9mm,HSS Rohit- 2X  Round Ø11.89x150,31-12-2099,anuj@rigpl.com,21-06-2013 14:36
HR2XRD01H65,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,12,,65,,,,,,,-,-,-,No,,82073000,H2RD-Round Tool Bits-Metric-12mm and above,HSS Rohit- 2X  Round Ø12x65,31-12-2099,Administrator,25-02-2011 06:04
HR2XRD01H73,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,12,,75,,,,,,,-,-,-,Yes,,82073000,H2RD-Round Tool Bits-Metric-12mm and above,HSS Rohit- 2X  Round Ø12x75,31-12-2099,Administrator,06-10-2010 17:30
HR2XRD01H81,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,12,,100,,,,,,,-,-,-,Yes,,82073000,H2RD-Round Tool Bits-Metric-12mm and above,HSS Rohit- 2X  Round Ø12x100,31-12-2099,Administrator,06-10-2010 17:30
HR2XRD01H99,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,12,,150,,,,,,,-,-,-,Yes,,82073000,H2RD-Round Tool Bits-Metric-12mm and above,HSS Rohit- 2X  Round Ø12x150,31-12-2099,Administrator,06-10-2010 17:30
HR2XRD01HA1,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,12,,200,,,,,,,-,-,-,Yes,,82073000,H2RD-Round Tool Bits-Metric-12mm and above,HSS Rohit- 2X  Round Ø12x200,31-12-2099,Administrator,06-10-2010 17:30
HR2XRD01HB9,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,12,,250,,,,,,,-,-,-,Yes,,82073000,H2RD-Round Tool Bits-Metric-12mm and above,HSS Rohit- 2X  Round Ø12x250,31-12-2099,Administrator,06-10-2010 17:30
HR2XRD01HC7,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,12.5,,100,,,,,,,-,-,-,No,,82073000,H2RD-Round Tool Bits-Metric-12mm and above,HSS Rohit- 2X  Round Ø12.5x100,31-12-2099,ramesh.pant@rigpl.com,07-07-2012 12:20
HR2XRD01HD4,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,12.7,,76.2,,,,,,,01-Feb,-,3,Yes,,82073000,H2RD-Round Tool Bits-BSW,"HSS Rohit- 2X  Round Ø1/2""x3""",31-12-2099,Administrator,06-10-2010 17:30
HR2XRD01HE2,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,12.7,,101.6,,,,,,,01-Feb,-,4,Yes,,82073000,H2RD-Round Tool Bits-BSW,"HSS Rohit- 2X  Round Ø1/2""x4""",31-12-2099,Administrator,06-10-2010 17:30
HR2XRD01HF0,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,12.7,,152.4,,,,,,,01-Feb,-,6,Yes,,82073000,H2RD-Round Tool Bits-BSW,"HSS Rohit- 2X  Round Ø1/2""x6""",31-12-2099,aditya@rigpl.com,06-10-2010 17:30
HR2XRD01HG8,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,12.7,,203.2,,,,,,,01-Feb,-,8,Yes,,82073000,H2RD-Round Tool Bits-BSW,"HSS Rohit- 2X  Round Ø1/2""x8""",31-12-2099,Administrator,06-10-2010 17:30
HR2XRD01HH6,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,12.7,,254,,,,,,,01-Feb,-,10,Yes,,82073000,H2RD-Round Tool Bits-BSW,"HSS Rohit- 2X  Round Ø1/2""x10""",31-12-2099,Administrator,06-10-2010 17:30
HR2XRD01HJ1,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,12.99,,150,,,,,,,-,-,-,No,,82073000,H2RD-Round Tool Bits-Metric-12mm and above,HSS Rohit- 2X  Round Ø12.99x150,31-12-2099,anuj@rigpl.com,21-06-2013 14:15
HR2XRD01HK9,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,13,,75,,,,,,,-,-,-,No,,82073000,H2RD-Round Tool Bits-Metric-12mm and above,HSS Rohit- 2X  Round Ø13x75,31-12-2099,Administrator,06-10-2010 17:30
HR2XRD01HL7,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,13,,100,,,,,,,-,-,-,No,,82073000,H2RD-Round Tool Bits-Metric-12mm and above,HSS Rohit- 2X  Round Ø13x100,31-12-2099,Administrator,06-10-2010 17:30
HR2XRD01HM5,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,13,,150,,,,,,,-,-,-,No,,82073000,H2RD-Round Tool Bits-Metric-12mm and above,HSS Rohit- 2X  Round Ø13x150,31-12-2099,Administrator,06-10-2010 17:30
HR2XRD01HN2,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,13.2,,150,,,,,,,-,-,-,No,,82073000,H2RD-Round Tool Bits-Metric-12mm and above,HSS Rohit- 2X  Round Ø13.2x150,31-12-2099,ramesh.pant@rigpl.com,29-08-2013 18:39
HR2XRD01HP8,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,13.3,,150,,,,,,,-,-,-,No,,82073000,H2RD-Round Tool Bits-Metric-12mm and above,HSS Rohit- 2X  Round Ø13.3x150,31-12-2099,ramesh.pant@rigpl.com,29-08-2013 18:52
HR2XRD01HQ6,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,13.6,,150,,,,,,,-,-,-,No,,82073000,H2RD-Round Tool Bits-Metric-12mm and above,HSS Rohit- 2X  Round Ø13.6x150,31-12-2099,ramesh.pant@rigpl.com,29-08-2013 18:56
HR2XRD01HR4,-,HSS,Rohit,H-2X,None,Round Tool Bits,-,-,-,14,,75,,,,,,,-,-,-,No,,82073000,H2RD-Round Tool Bits-Metric-12mm and above,HSS Rohit- 2X  Round Ø14x75,31-12-2099,Administrator,06-10-2010 17:30
