"Item","Series","RM","BM","Brand","Quality","SPL","TT","MTM","Purpose","Type","D1","W1","L1","D2","L2","Zn","D3","L3","A1_DEG","D1_Inch","W1_Inch","L1_Inch","Is PL","ROL","CETSH","Template or Variant Of","Description","EOL","Created By","Creation"
"HR22SQ00N09","NO-SERIES","-","HSS","Rohit","H-2X","TiN","Square Tool Bits","-","-","-",7.938,7.938,203.2,"","","","","",15,"5/16","5/16","8","No","","82078000","H2SQ-Square Tool Bits-BSW-upto 8.9mm","HSS Rohit- 2X TiN SQ 5/16""x5/16""x8"" 15°","2099-12-31","aditya@rigpl.com","2014-06-16 11:54:24.857665"
"HR22SQ00A36","NO-SERIES","-","HSS","Rohit","H-2X","TiN","Square Tool Bits","-","-","-",9.525,9.525,203.2,"","","","","",15,"3/8","3/8","8","No","","82078000","H2SQ-Square Tool Bits-BSW-9mm and above","HSS Rohit- 2X TiN SQ 3/8""x3/8""x8"" 15°","2099-12-31","Administrator","2011-02-17 05:01:02"
"HR44SQ00A48","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",2.381,2.381,63.5,"","","","","",15,"3/32","3/32","2+1/2","No","","82078000","H4SQ-Square Tool Bits-BSW-upto 6.9mm","HSS Rohit- 3X EC500 SQ 3/32""x3/32""x2+1/2"" 15°","2099-12-31","Administrator","2010-10-21 18:14:58"
"HR44SQ00A55","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",2.381,2.381,76.2,"","","","","",15,"3/32","3/32","3","No","","82078000","H4SQ-Square Tool Bits-BSW-upto 6.9mm","HSS Rohit- 3X EC500 SQ 3/32""x3/32""x3"" 15°","2099-12-31","Administrator","2010-10-21 18:14:58"
"HR44SQ00A63","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",2.5,2.5,65,"","","","","",15,"-","-","-","No","","82078000","H4SQ-Square Tool Bits-Metric-upto 6.9mm","HSS Rohit- 3X EC500 SQ 2.5x2.5x65 15°","2099-12-31","Administrator","2010-10-21 18:14:58"
"HR44SQ00A71","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",2.5,2.5,75,"","","","","",15,"-","-","-","No","","82078000","H4SQ-Square Tool Bits-Metric-upto 6.9mm","HSS Rohit- 3X EC500 SQ 2.5x2.5x75 15°","2099-12-31","Administrator","2010-10-21 18:14:59"
"HR44SQ00A89","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",3,3,75,"","","","","",15,"-","-","-","Yes","","82078000","H4SQ-Square Tool Bits-Metric-upto 6.9mm","HSS Rohit- 3X EC500 SQ 3x3x75 15°","2099-12-31","Administrator","2010-10-21 18:14:59"
"HR44SQ00A97","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",3,3,100,"","","","","",15,"-","-","-","Yes","","82078000","H4SQ-Square Tool Bits-Metric-upto 6.9mm","HSS Rohit- 3X EC500 SQ 3x3x100 15°","2099-12-31","Administrator","2010-10-21 18:14:59"
"HR44SQ00AA9","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",3.175,3.175,76.2,"","","","","",15,"1/8","1/8","3","Yes","","82078000","H4SQ-Square Tool Bits-BSW-upto 6.9mm","HSS Rohit- 3X EC500 SQ 1/8""x1/8""x3"" 15°","2099-12-31","Administrator","2010-10-21 18:14:59"
"HR44SQ00AB7","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",3.175,3.175,101.6,"","","","","",15,"1/8","1/8","4","Yes","","82078000","H4SQ-Square Tool Bits-BSW-upto 6.9mm","HSS Rohit- 3X EC500 SQ 1/8""x1/8""x4"" 15°","2099-12-31","Administrator","2010-10-21 18:14:59"
"HR44SQ00AC5","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",3.969,3.969,76.2,"","","","","",15,"5/32","5/32","3","No","","82078000","H4SQ-Square Tool Bits-BSW-upto 6.9mm","HSS Rohit- 3X EC500 SQ 5/32""x5/32""x3"" 15°","2099-12-31","Administrator","2010-10-21 18:14:59"
"HR44SQ00AD2","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",3.969,3.969,101.6,"","","","","",15,"5/32","5/32","4","No","","82078000","H4SQ-Square Tool Bits-BSW-upto 6.9mm","HSS Rohit- 3X EC500 SQ 5/32""x5/32""x4"" 15°","2099-12-31","Administrator","2010-10-21 18:14:59"
"HR44SQ00AE0","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",4,4,75,"","","","","",15,"-","-","-","No","","82078000","H4SQ-Square Tool Bits-Metric-upto 6.9mm","HSS Rohit- 3X EC500 SQ 4x4x75 15°","2099-12-31","Administrator","2010-10-21 18:14:59"
"HR44SQ00AF8","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",4,4,100,"","","","","",15,"-","-","-","No","","82078000","H4SQ-Square Tool Bits-Metric-upto 6.9mm","HSS Rohit- 3X EC500 SQ 4x4x100 15°","2099-12-31","Administrator","2010-10-21 18:14:59"
"HR44SQ00AG6","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",4.763,4.763,76.2,"","","","","",15,"3/16","3/16","3","Yes","","82078000","H4SQ-Square Tool Bits-BSW-upto 6.9mm","HSS Rohit- 3X EC500 SQ 3/16""x3/16""x3"" 15°","2099-12-31","Administrator","2010-10-21 18:14:59"
"HR44SQ00AH4","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",4.763,4.763,101.6,"","","","","",15,"3/16","3/16","4","Yes","","82078000","H4SQ-Square Tool Bits-BSW-upto 6.9mm","HSS Rohit- 3X EC500 SQ 3/16""x3/16""x4"" 15°","2099-12-31","Administrator","2010-10-21 18:14:59"
"HR44SQ00AJ9","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",4.763,4.763,152.4,"","","","","",15,"3/16","3/16","6","Yes","","82078000","H4SQ-Square Tool Bits-BSW-upto 6.9mm","HSS Rohit- 3X EC500 SQ 3/16""x3/16""x6"" 15°","2099-12-31","Administrator","2010-10-21 18:14:59"
"HR44SQ00AK7","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",5,5,75,"","","","","",15,"-","-","-","Yes","","82078000","H4SQ-Square Tool Bits-Metric-upto 6.9mm","HSS Rohit- 3X EC500 SQ 5x5x75 15°","2099-12-31","Administrator","2010-10-21 18:14:59"
"HR44SQ00AL5","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",5,5,100,"","","","","",15,"-","-","-","Yes","","82078000","H4SQ-Square Tool Bits-Metric-upto 6.9mm","HSS Rohit- 3X EC500 SQ 5x5x100 15°","2099-12-31","Administrator","2010-10-21 18:14:59"
"HR44SQ00AM3","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",5,5,150,"","","","","",15,"-","-","-","Yes","","82078000","H4SQ-Square Tool Bits-Metric-upto 6.9mm","HSS Rohit- 3X EC500 SQ 5x5x150 15°","2099-12-31","Administrator","2010-10-21 18:14:59"
"HR44SQ00AN0","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",6,6,75,"","","","","",15,"-","-","-","Yes","","82078000","H4SQ-Square Tool Bits-Metric-upto 6.9mm","HSS Rohit- 3X EC500 SQ 6x6x75 15°","2099-12-31","Administrator","2010-10-21 18:14:59"
"HR44SQ00AP6","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",6,6,100,"","","","","",15,"-","-","-","Yes","","82078000","H4SQ-Square Tool Bits-Metric-upto 6.9mm","HSS Rohit- 3X EC500 SQ 6x6x100 15°","2099-12-31","Administrator","2010-10-21 18:14:59"
"HR44SQ00AQ4","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",6,6,150,"","","","","",15,"-","-","-","Yes","","82078000","H4SQ-Square Tool Bits-Metric-upto 6.9mm","HSS Rohit- 3X EC500 SQ 6x6x150 15°","2099-12-31","Administrator","2010-10-21 18:14:59"
"HR44SQ00AR2","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",6,6,200,"","","","","",15,"-","-","-","Yes","","82078000","H4SQ-Square Tool Bits-Metric-upto 6.9mm","HSS Rohit- 3X EC500 SQ 6x6x200 15°","2099-12-31","Administrator","2010-10-21 18:14:59"
"HR44SQ00AS9","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",6.35,6.35,76.2,"","","","","",15,"1/4","1/4","3","Yes",10,"82078000","H4SQ-Square Tool Bits-BSW-upto 6.9mm","HSS Rohit- 3X EC500 SQ 1/4""x1/4""x3"" 15°","2099-12-31","Administrator","2010-10-21 18:14:59"
"HR44SQ00AT7","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",6.35,6.35,101.6,"","","","","",15,"1/4","1/4","4","Yes",5,"82078000","H4SQ-Square Tool Bits-BSW-upto 6.9mm","HSS Rohit- 3X EC500 SQ 1/4""x1/4""x4"" 15°","2099-12-31","Administrator","2010-10-21 18:14:59"
"HR44SQ00AU5","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",6.35,6.35,152.4,"","","","","",15,"1/4","1/4","6","Yes",10,"82078000","H4SQ-Square Tool Bits-BSW-upto 6.9mm","HSS Rohit- 3X EC500 SQ 1/4""x1/4""x6"" 15°","2099-12-31","aditya@rigpl.com","2010-10-21 18:14:59"
"HR44SQ00AV3","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",6.35,6.35,203.2,"","","","","",15,"1/4","1/4","8","Yes","","82078000","H4SQ-Square Tool Bits-BSW-upto 6.9mm","HSS Rohit- 3X EC500 SQ 1/4""x1/4""x8"" 15°","2099-12-31","Administrator","2010-10-21 18:14:59"
"HR44SQ00AW1","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",7.5,7.5,150,"","","","","",15,"-","-","-","No","","82078000","H4SQ-Square Tool Bits-Metric-7mm to 10.9mm","HSS Rohit- 3X EC500 SQ 7.5x7.5x150 15°","2099-12-31","ramesh.pant@rigpl.com","2013-12-10 15:41:43"
"HR44SQ00AX8","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",7.938,7.938,76.2,"","","","","",15,"5/16","5/16","3","Yes","","82078000","H4SQ-Square Tool Bits-BSW-7mm to 12.9mm","HSS Rohit- 3X EC500 SQ 5/16""x5/16""x3"" 15°","2099-12-31","Administrator","2010-10-21 18:14:59"
"HR44SQ00AY6","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",7.938,7.938,101.6,"","","","","",15,"5/16","5/16","4","Yes","","82078000","H4SQ-Square Tool Bits-BSW-7mm to 12.9mm","HSS Rohit- 3X EC500 SQ 5/16""x5/16""x4"" 15°","2099-12-31","Administrator","2010-10-21 18:14:59"
"HR44SQ00AZ4","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",7.938,7.938,152.4,"","","","","",15,"5/16","5/16","6","Yes","","82078000","H4SQ-Square Tool Bits-BSW-7mm to 12.9mm","HSS Rohit- 3X EC500 SQ 5/16""x5/16""x6"" 15°","2099-12-31","Administrator","2010-10-21 18:14:59"
"HR44SQ00B05","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",7.938,7.938,203.2,"","","","","",15,"5/16","5/16","8","Yes","","82078000","H4SQ-Square Tool Bits-BSW-7mm to 12.9mm","HSS Rohit- 3X EC500 SQ 5/16""x5/16""x8"" 15°","2099-12-31","Administrator","2010-10-21 18:14:59"
"HR44SQ00B13","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",8,8,75,"","","","","",15,"-","-","-","Yes","","82078000","H4SQ-Square Tool Bits-Metric-7mm to 10.9mm","HSS Rohit- 3X EC500 SQ 8x8x75 15°","2099-12-31","Administrator","2010-10-21 18:14:59"
"HR44SQ00B21","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",8,8,100,"","","","","",15,"-","-","-","Yes","","82078000","H4SQ-Square Tool Bits-Metric-7mm to 10.9mm","HSS Rohit- 3X EC500 SQ 8x8x100 15°","2099-12-31","Administrator","2010-10-21 18:14:59"
"HR44SQ00B39","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",8,8,150,"","","","","",15,"-","-","-","Yes","","82078000","H4SQ-Square Tool Bits-Metric-7mm to 10.9mm","HSS Rohit- 3X EC500 SQ 8x8x150 15°","2099-12-31","Administrator","2010-10-21 18:14:59"
"HR44SQ00B47","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",8,8,200,"","","","","",15,"-","-","-","Yes","","82078000","H4SQ-Square Tool Bits-Metric-7mm to 10.9mm","HSS Rohit- 3X EC500 SQ 8x8x200 15°","2099-12-31","Administrator","2010-10-21 18:15:00"
"HR44SQ00B54","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",9,9,75,"","","","","",15,"-","-","-","No","","82078000","H4SQ-Square Tool Bits-Metric-7mm to 10.9mm","HSS Rohit- 3X EC500 SQ 9x9x75 15°","2099-12-31","Administrator","2010-10-21 18:15:00"
"HR44SQ00B62","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",9,9,100,"","","","","",15,"-","-","-","No","","82078000","H4SQ-Square Tool Bits-Metric-7mm to 10.9mm","HSS Rohit- 3X EC500 SQ 9x9x100 15°","2099-12-31","Administrator","2010-10-21 18:15:00"
"HR44SQ00B70","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",9,9,150,"","","","","",15,"-","-","-","No","","82078000","H4SQ-Square Tool Bits-Metric-7mm to 10.9mm","HSS Rohit- 3X EC500 SQ 9x9x150 15°","2099-12-31","Administrator","2010-10-21 18:15:00"
"HR44SQ00B88","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",9,9,200,"","","","","",15,"-","-","-","No","","82078000","H4SQ-Square Tool Bits-Metric-7mm to 10.9mm","HSS Rohit- 3X EC500 SQ 9x9x200 15°","2099-12-31","Administrator","2010-10-21 18:15:00"
"HR44SQ00B96","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",9,9,250,"","","","","",15,"-","-","-","No","","82078000","H4SQ-Square Tool Bits-Metric-7mm to 10.9mm","HSS Rohit- 3X EC500 SQ 9x9x250 15°","2099-12-31","Administrator","2010-10-21 18:15:00"
"HR44SQ00BA8","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",9.525,9.525,76.2,"","","","","",15,"3/8","3/8","3","Yes",5,"82078000","H4SQ-Square Tool Bits-BSW-7mm to 12.9mm","HSS Rohit- 3X EC500 SQ 3/8""x3/8""x3"" 15°","2099-12-31","Administrator","2010-10-21 18:15:00"
"HR44SQ00BB6","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",9.525,9.525,101.6,"","","","","",15,"3/8","3/8","4","Yes",10,"82078000","H4SQ-Square Tool Bits-BSW-7mm to 12.9mm","HSS Rohit- 3X EC500 SQ 3/8""x3/8""x4"" 15°","2099-12-31","Administrator","2010-10-21 18:15:00"
"HR44SQ00BC4","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",9.525,9.525,152.4,"","","","","",15,"3/8","3/8","6","Yes",5,"82078000","H4SQ-Square Tool Bits-BSW-7mm to 12.9mm","HSS Rohit- 3X EC500 SQ 3/8""x3/8""x6"" 15°","2099-12-31","Administrator","2010-10-21 18:15:00"
"HR44SQ00BD1","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",9.525,9.525,203.2,"","","","","",15,"3/8","3/8","8","Yes",350,"82078000","H4SQ-Square Tool Bits-BSW-7mm to 12.9mm","HSS Rohit- 3X EC500 SQ 3/8""x3/8""x8"" 15°","2099-12-31","aditya@rigpl.com","2010-10-21 18:15:00"
"HR44SQ00BE9","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",9.525,9.525,254,"","","","","",15,"3/8","3/8","10","Yes","","82078000","H4SQ-Square Tool Bits-BSW-7mm to 12.9mm","HSS Rohit- 3X EC500 SQ 3/8""x3/8""x10"" 15°","2099-12-31","Administrator","2010-10-21 18:15:00"
"HR44SQ00BF7","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",10,10,75,"","","","","",15,"-","-","-","Yes","","82078000","H4SQ-Square Tool Bits-Metric-7mm to 10.9mm","HSS Rohit- 3X EC500 SQ 10x10x75 15°","2099-12-31","Administrator","2010-10-21 18:15:00"
"HR44SQ00BG5","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",10,10,100,"","","","","",15,"-","-","-","Yes","","82078000","H4SQ-Square Tool Bits-Metric-7mm to 10.9mm","HSS Rohit- 3X EC500 SQ 10x10x100 15°","2099-12-31","Administrator","2010-10-21 18:15:00"
"HR44SQ00BH3","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",10,10,150,"","","","","",15,"-","-","-","Yes","","82078000","H4SQ-Square Tool Bits-Metric-7mm to 10.9mm","HSS Rohit- 3X EC500 SQ 10x10x150 15°","2099-12-31","Administrator","2010-10-21 18:15:00"
"HR44SQ00BJ8","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",10,10,200,"","","","","",15,"-","-","-","Yes","","82078000","H4SQ-Square Tool Bits-Metric-7mm to 10.9mm","HSS Rohit- 3X EC500 SQ 10x10x200 15°","2099-12-31","Administrator","2010-10-21 18:15:00"
"HR44SQ00BK6","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",10,10,250,"","","","","",15,"-","-","-","Yes","","82078000","H4SQ-Square Tool Bits-Metric-7mm to 10.9mm","HSS Rohit- 3X EC500 SQ 10x10x250 15°","2099-12-31","Administrator","2010-10-21 18:15:00"
"HR44SQ00BL4","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",12,12,75,"","","","","",15,"-","-","-","Yes","","82078000","H4SQ-Square Tool Bits-Metric-11mm and above","HSS Rohit- 3X EC500 SQ 12x12x75 15°","2099-12-31","Administrator","2010-10-21 18:15:00"
"HR44SQ00BM2","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",12,12,100,"","","","","",15,"-","-","-","Yes","","82078000","H4SQ-Square Tool Bits-Metric-11mm and above","HSS Rohit- 3X EC500 SQ 12x12x100 15°","2099-12-31","Administrator","2010-10-21 18:15:00"
"HR44SQ00BN9","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",12,12,150,"","","","","",15,"-","-","-","Yes","","82078000","H4SQ-Square Tool Bits-Metric-11mm and above","HSS Rohit- 3X EC500 SQ 12x12x150 15°","2099-12-31","Administrator","2010-10-21 18:15:00"
"HR44SQ00BP5","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",12,12,200,"","","","","",15,"-","-","-","Yes","","82078000","H4SQ-Square Tool Bits-Metric-11mm and above","HSS Rohit- 3X EC500 SQ 12x12x200 15°","2099-12-31","Administrator","2010-10-21 18:15:00"
"HR44SQ00BQ3","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",12,12,250,"","","","","",15,"-","-","-","Yes","","82078000","H4SQ-Square Tool Bits-Metric-11mm and above","HSS Rohit- 3X EC500 SQ 12x12x250 15°","2099-12-31","Administrator","2010-10-21 18:15:00"
"HR44SQ00BR1","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",12.7,12.7,76.2,"","","","","",15,"1/2","1/2","3","Yes","","82078000","H4SQ-Square Tool Bits-BSW-7mm to 12.9mm","HSS Rohit- 3X EC500 SQ 1/2""x1/2""x3"" 15°","2099-12-31","Administrator","2010-10-21 18:15:00"
"HR44SQ00BS8","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",12.7,12.7,101.6,"","","","","",15,"1/2","1/2","4","Yes",10,"82078000","H4SQ-Square Tool Bits-BSW-7mm to 12.9mm","HSS Rohit- 3X EC500 SQ 1/2""x1/2""x4"" 15°","2099-12-31","aditya@rigpl.com","2010-10-21 18:15:00"
"HR44SQ00BT6","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",12.7,12.7,152.4,"","","","","",15,"1/2","1/2","6","Yes",5,"82078000","H4SQ-Square Tool Bits-BSW-7mm to 12.9mm","HSS Rohit- 3X EC500 SQ 1/2""x1/2""x6"" 15°","2099-12-31","Administrator","2010-10-21 18:15:00"
"HR44SQ00BU4","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",12.7,12.7,203.2,"","","","","",15,"1/2","1/2","8","Yes",15,"82078000","H4SQ-Square Tool Bits-BSW-7mm to 12.9mm","HSS Rohit- 3X EC500 SQ 1/2""x1/2""x8"" 15°","2099-12-31","aditya@rigpl.com","2010-10-21 18:15:00"
"HR44SQ00BV2","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",12.7,12.7,254,"","","","","",15,"1/2","1/2","10","Yes","","82078000","H4SQ-Square Tool Bits-BSW-7mm to 12.9mm","HSS Rohit- 3X EC500 SQ 1/2""x1/2""x10"" 15°","2099-12-31","Administrator","2010-10-21 18:15:00"
"HR44SQ00BW0","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",15.875,15.875,101.6,"","","","","",15,"5/8","5/8","4","Yes","","82078000","H4SQ-Square Tool Bits-BSW-13mm and above","HSS Rohit- 3X EC500 SQ 5/8""x5/8""x4"" 15°","2099-12-31","Administrator","2010-10-21 18:15:00"
"HR44SQ00BX7","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",15.875,15.875,152.4,"","","","","",15,"5/8","5/8","6","Yes","","82078000","H4SQ-Square Tool Bits-BSW-13mm and above","HSS Rohit- 3X EC500 SQ 5/8""x5/8""x6"" 15°","2099-12-31","Administrator","2010-10-21 18:15:00"
"HR44SQ00BY5","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",15.875,15.875,203.2,"","","","","",15,"5/8","5/8","8","Yes","","82078000","H4SQ-Square Tool Bits-BSW-13mm and above","HSS Rohit- 3X EC500 SQ 5/8""x5/8""x8"" 15°","2099-12-31","Administrator","2010-10-21 18:15:01"
"HR44SQ00BZ3","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",16,16,100,"","","","","",15,"-","-","-","Yes","","82078000","H4SQ-Square Tool Bits-Metric-11mm and above","HSS Rohit- 3X EC500 SQ 16x16x100 15°","2099-12-31","Administrator","2010-10-21 18:15:01"
"HR44SQ00C04","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",16,16,150,"","","","","",15,"-","-","-","Yes","","82078000","H4SQ-Square Tool Bits-Metric-11mm and above","HSS Rohit- 3X EC500 SQ 16x16x150 15°","2099-12-31","Administrator","2010-10-21 18:15:01"
"HR44SQ00C12","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",16,16,200,"","","","","",15,"-","-","-","Yes","","82078000","H4SQ-Square Tool Bits-Metric-11mm and above","HSS Rohit- 3X EC500 SQ 16x16x200 15°","2099-12-31","Administrator","2010-10-21 18:15:01"
"HR44SQ00C20","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",19,19,100,"","","","","",15,"-","-","-","No","","82078000","H4SQ-Square Tool Bits-Metric-11mm and above","HSS Rohit- 3X EC500 SQ 19x19x100 15°","2099-12-31","Administrator","2010-10-21 18:15:01"
"HR44SQ00C38","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",19,19,150,"","","","","",15,"-","-","-","No","","82078000","H4SQ-Square Tool Bits-Metric-11mm and above","HSS Rohit- 3X EC500 SQ 19x19x150 15°","2099-12-31","Administrator","2010-10-21 18:15:01"
"HR44SQ00C46","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",19,19,200,"","","","","",15,"-","-","-","No","","82078000","H4SQ-Square Tool Bits-Metric-11mm and above","HSS Rohit- 3X EC500 SQ 19x19x200 15°","2099-12-31","Administrator","2010-10-21 18:15:01"
"HR44SQ00C53","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",19.05,19.05,101.6,"","","","","",15,"3/4","3/4","4","Yes","","82078000","H4SQ-Square Tool Bits-BSW-13mm and above","HSS Rohit- 3X EC500 SQ 3/4""x3/4""x4"" 15°","2099-12-31","Administrator","2010-10-21 18:15:01"
"HR44SQ00C61","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",19.05,19.05,152.4,"","","","","",15,"3/4","3/4","6","Yes","","82078000","H4SQ-Square Tool Bits-BSW-13mm and above","HSS Rohit- 3X EC500 SQ 3/4""x3/4""x6"" 15°","2099-12-31","Administrator","2010-10-21 18:15:01"
"HR44SQ00C79","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",19.05,19.05,203.2,"","","","","",15,"3/4","3/4","8","Yes","","82078000","H4SQ-Square Tool Bits-BSW-13mm and above","HSS Rohit- 3X EC500 SQ 3/4""x3/4""x8"" 15°","2099-12-31","Administrator","2010-10-21 18:15:01"
"HR44SQ00C87","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",20,20,100,"","","","","",15,"-","-","-","Yes","","82078000","H4SQ-Square Tool Bits-Metric-11mm and above","HSS Rohit- 3X EC500 SQ 20x20x100 15°","2099-12-31","Administrator","2010-10-21 18:15:01"
"HR44SQ00C95","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",20,20,150,"","","","","",15,"-","-","-","Yes","","82078000","H4SQ-Square Tool Bits-Metric-11mm and above","HSS Rohit- 3X EC500 SQ 20x20x150 15°","2099-12-31","Administrator","2010-10-21 18:15:01"
"HR44SQ00CA7","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",20,20,200,"","","","","",15,"-","-","-","Yes","","82078000","H4SQ-Square Tool Bits-Metric-11mm and above","HSS Rohit- 3X EC500 SQ 20x20x200 15°","2099-12-31","Administrator","2010-10-21 18:15:01"
"HR44SQ00CB5","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",25,25,150,"","","","","",15,"-","-","-","Yes","","82078000","H4SQ-Square Tool Bits-Metric-11mm and above","HSS Rohit- 3X EC500 SQ 25x25x150 15°","2099-12-31","Administrator","2010-10-21 18:15:01"
"HR44SQ00CC3","NO-SERIES","-","HSS","Rohit","H-3X","EC500","Square Tool Bits","-","-","-",25,25,200,"","","","","",15,"-","-","-","Yes","","82078000","H4SQ-Square Tool Bits-Metric-11mm and above","HSS Rohit- 3X EC500 SQ 25x25x200 15°","2099-12-31","Administrator","2010-10-21 18:15:01"
