"Item","Series","RM","BM","Brand","Quality","SPL","TT","MTM","Purpose","Type","D1","W1","L1","D2","L2","Zn","D3","L3","A1_DEG","D1_Inch","W1_Inch","L1_Inch","Is PL","ROL","CETSH","Template or Variant Of","Description","EOL","Created By","Creation"
"HR1XMC00A63","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",15,15.5,110,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-15mm to 17.9mm","HSS Rohit- 1X  Mandrel 15x15.5x110 ","2099-12-31","aditya@rigpl.com","2011-10-07 15:13:50"
"HR1XMC00JW2","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",15,16,75,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-15mm to 17.9mm","HSS Rohit- 1X  Mandrel 15x16x75 ","2099-12-31","ramesh.pant@rigpl.com","2016-06-17 18:43:10.462887"
"HR1XMC001E6","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",15,16,300,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-15mm to 17.9mm","HSS Rohit- 1X  Mandrel 15x16x300 ","2099-12-31","ramesh.pant@rigpl.com","2013-11-27 09:53:23"
"HR1XMC00JL6","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",15,18,175,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-15mm to 17.9mm","HSS Rohit- 1X  Mandrel 15x18x175 ","2099-12-31","ramesh.pant@rigpl.com","2016-03-11 12:13:33.526627"
"HR1XMC00A71","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",15,18,200,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-15mm to 17.9mm","HSS Rohit- 1X  Mandrel 15x18x200 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:48"
"HR1XMC00A89","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",15,20,120,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-15mm to 17.9mm","HSS Rohit- 1X  Mandrel 15x20x120 ","2099-12-31","abhinav@rigpl.com","2013-02-15 18:03:32"
"HR1XMC00GQ8","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",15,20,140,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-15mm to 17.9mm","HSS Rohit- 1X  Mandrel 15x20x140 ","2099-12-31","ramesh.pant@rigpl.com","2014-06-11 17:18:47"
"HR1XMC00A97","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",15,20,200,"","","","","","","-","-","-","No",1,"82078000","H1MC-Rectangular Mandrels-Metric-15mm to 17.9mm","HSS Rohit- 1X  Mandrel 15x20x200 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:47"
"HR1XMC00AA9","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",15,20,240,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-15mm to 17.9mm","HSS Rohit- 1X  Mandrel 15x20x240 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:47"
"HR1XMC00AB7","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",15,20,250,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-15mm to 17.9mm","HSS Rohit- 1X  Mandrel 15x20x250 ","2099-12-31","aditya@rigpl.com","2012-03-02 15:39:08"
"HR1XMC00AC5","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",15,20,260,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-15mm to 17.9mm","HSS Rohit- 1X  Mandrel 15x20x260 ","2099-12-31","aditya@rigpl.com","2012-04-13 13:02:03"
"HR1XMC00AD2","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",15,20,275,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-15mm to 17.9mm","HSS Rohit- 1X  Mandrel 15x20x275 ","2099-12-31","ramesh.pant@rigpl.com","2012-09-26 11:01:32"
"HR1XMC00AE0","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",15,20,280,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-15mm to 17.9mm","HSS Rohit- 1X  Mandrel 15x20x280 ","2099-12-31","aditya@rigpl.com","2012-04-13 13:02:25"
"HR1XMC00AF8","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",15,20,300,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-15mm to 17.9mm","HSS Rohit- 1X  Mandrel 15x20x300 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:47"
"HR1XMC00AG6","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",15,20,450,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-15mm to 17.9mm","HSS Rohit- 1X  Mandrel 15x20x450 ","2099-12-31","ramesh.pant@rigpl.com","2013-01-09 17:35:27"
"HR1XMC00AH4","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",15,21,300,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-15mm to 17.9mm","HSS Rohit- 1X  Mandrel 15x21x300 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:47"
"HR1XMC00JK8","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",15,24,150,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-15mm to 17.9mm","HSS Rohit- 1X  Mandrel 15x24x150 ","2099-12-31","ramesh.pant@rigpl.com","2016-03-05 18:08:56.047075"
"HR1XMC00AJ9","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",15,24,300,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-15mm to 17.9mm","HSS Rohit- 1X  Mandrel 15x24x300 ","2099-12-31","ramesh.pant@rigpl.com","2012-06-16 15:26:58"
"HR1XMC00AK7","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",15,25,200,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-15mm to 17.9mm","HSS Rohit- 1X  Mandrel 15x25x200 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:47"
"HR1XMC00AL5","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",15,25,250,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-15mm to 17.9mm","HSS Rohit- 1X  Mandrel 15x25x250 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:46"
"HR1XMC00AM3","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",15,25,275,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-15mm to 17.9mm","HSS Rohit- 1X  Mandrel 15x25x275 ","2099-12-31","aditya@rigpl.com","2012-03-02 15:37:34"
"HR1XMC00AN0","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",15,25,280,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-15mm to 17.9mm","HSS Rohit- 1X  Mandrel 15x25x280 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:47"
"HR1XMC00AP6","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",15,25,300,"","","","","","","-","-","-","No",1,"82078000","H1MC-Rectangular Mandrels-Metric-15mm to 17.9mm","HSS Rohit- 1X  Mandrel 15x25x300 ","2099-12-31","aditya@rigpl.com","2012-05-04 12:15:02"
"HR1XMC00AQ4","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",15,30,240,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-15mm to 17.9mm","HSS Rohit- 1X  Mandrel 15x30x240 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:47"
"HR1XMC001F4","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",15,30,270,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-15mm to 17.9mm","HSS Rohit- 1X  Mandrel 15x30x270 ","2099-12-31","ramesh.pant@rigpl.com","2013-08-14 16:16:36"
"HR1XMC00AR2","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",15,30,275,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-15mm to 17.9mm","HSS Rohit- 1X  Mandrel 15x30x275 ","2099-12-31","anuj@rigpl.com","2012-02-04 11:35:23"
"HR1XMC00AS9","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",15,30,300,"","","","","","","-","-","-","No",1,"82078000","H1MC-Rectangular Mandrels-Metric-15mm to 17.9mm","HSS Rohit- 1X  Mandrel 15x30x300 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:47"
"HR1XMC00AT7","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",15,30,400,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-15mm to 17.9mm","HSS Rohit- 1X  Mandrel 15x30x400 ","2099-12-31","ramesh.pant@rigpl.com","2012-06-15 13:17:44"
"HR1XMC00J07","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",15,40,400,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-15mm to 17.9mm","HSS Rohit- 1X  Mandrel 15x40x400 ","2099-12-31","ramesh.pant@rigpl.com","2015-08-14 12:25:32.073416"
"HR1XMC00AU5","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",15.875,15.875,101.6,"","","","","","","5/8","5/8","4","No",2,"82078000","H1MC-Square Mandrels-BSW","HSS Rohit- 1X  Mandrel 5/8""x5/8""x4"" ","2099-12-31","aditya@rigpl.com","2011-10-01 15:06:16"
"HR1XMC00AV3","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",15.875,15.875,152.4,"","","","","","","5/8","5/8","6","No","","82078000","H1MC-Square Mandrels-BSW","HSS Rohit- 1X  Mandrel 5/8""x5/8""x6"" ","2099-12-31","aditya@rigpl.com","2011-10-01 15:05:25"
"HR1XMC00AW1","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",16,16,100,"","","","","","","-","-","-","No","","82078000","H1MC-Square Mandrels-Metric-16mm to 19.9mm","HSS Rohit- 1X  Mandrel 16x16x100 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:45"
"HR1XMC00AX8","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",16,16,110,"","","","","","","-","-","-","No","","82078000","H1MC-Square Mandrels-Metric-16mm to 19.9mm","HSS Rohit- 1X  Mandrel 16x16x110 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:45"
"HR1XMC00AY6","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",16,16,120,"","","","","","","-","-","-","No","","82078000","H1MC-Square Mandrels-Metric-16mm to 19.9mm","HSS Rohit- 1X  Mandrel 16x16x120 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:45"
"HR1XMC00AZ4","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",16,16,125,"","","","","","","-","-","-","No","","82078000","H1MC-Square Mandrels-Metric-16mm to 19.9mm","HSS Rohit- 1X  Mandrel 16x16x125 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:45"
"HR1XMC00B05","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",16,16,130,"","","","","","","-","-","-","No","","82078000","H1MC-Square Mandrels-Metric-16mm to 19.9mm","HSS Rohit- 1X  Mandrel 16x16x130 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:45"
"HR1XMC00B13","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",16,16,150,"","","","","","","-","-","-","No",2,"82078000","H1MC-Square Mandrels-Metric-16mm to 19.9mm","HSS Rohit- 1X  Mandrel 16x16x150 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:45"
"HR1XMC00B21","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",16,16,180,"","","","","","","-","-","-","No","","82078000","H1MC-Square Mandrels-Metric-16mm to 19.9mm","HSS Rohit- 1X  Mandrel 16x16x180 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:45"
"HR1XMC00B39","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",16,16,200,"","","","","","","-","-","-","No",1,"82078000","H1MC-Square Mandrels-Metric-16mm to 19.9mm","HSS Rohit- 1X  Mandrel 16x16x200 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:45"
"HR1XMC00B47","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",16,16,240,"","","","","","","-","-","-","No","","82078000","H1MC-Square Mandrels-Metric-16mm to 19.9mm","HSS Rohit- 1X  Mandrel 16x16x240 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:46"
"HR1XMC00JE1","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",16,16,250,"","","","","","","-","-","-","No","","82078000","H1MC-Square Mandrels-Metric-16mm to 19.9mm","HSS Rohit- 1X  Mandrel 16x16x250 ","2099-12-31","sushil.rathee@rigpl.com","2015-12-25 10:49:16.964330"
"HR1XMC00B54","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",16,16,260,"","","","","","","-","-","-","No","","82078000","H1MC-Square Mandrels-Metric-16mm to 19.9mm","HSS Rohit- 1X  Mandrel 16x16x260 ","2099-12-31","anuj@rigpl.com","2012-06-30 14:17:36"
"HR1XMC00B62","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",16,16,275,"","","","","","","-","-","-","No","","82078000","H1MC-Square Mandrels-Metric-16mm to 19.9mm","HSS Rohit- 1X  Mandrel 16x16x275 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:46"
"HR1XMC00B70","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",16,16,300,"","","","","","","-","-","-","No","","82078000","H1MC-Square Mandrels-Metric-16mm to 19.9mm","HSS Rohit- 1X  Mandrel 16x16x300 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:46"
"HR1XMC00B88","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",16,16,400,"","","","","","","-","-","-","No","","82078000","H1MC-Square Mandrels-Metric-16mm to 19.9mm","HSS Rohit- 1X  Mandrel 16x16x400 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:48"
"HR1XMC001G2","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",16,16.2,150,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-15mm to 17.9mm","HSS Rohit- 1X  Mandrel 16x16.2x150 ","2099-12-31","ramesh.pant@rigpl.com","2013-11-27 10:10:53"
"HR1XMC00B96","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",16,17,95,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-15mm to 17.9mm","HSS Rohit- 1X  Mandrel 16x17x95 ","2099-12-31","anuj@rigpl.com","2012-03-22 15:34:00"
"HR1XMC00BA8","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",16,17,100,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-15mm to 17.9mm","HSS Rohit- 1X  Mandrel 16x17x100 ","2099-12-31","anuj@rigpl.com","2012-03-22 15:33:02"
"HR1XMC00H58","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",16,17,120,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-15mm to 17.9mm","HSS Rohit- 1X  Mandrel 16x17x120 ","2099-12-31","ramesh.pant@rigpl.com","2014-09-02 20:24:01.277881"
"HR1XMC00GV7","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",16,17,150,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-15mm to 17.9mm","HSS Rohit- 1X  Mandrel 16x17x150 ","2099-12-31","ramesh.pant@rigpl.com","2014-07-16 18:37:42.625879"
"HR1XMC00BB6","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",16,20,200,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-15mm to 17.9mm","HSS Rohit- 1X  Mandrel 16x20x200 ","2099-12-31","aditya@rigpl.com","2012-01-09 15:20:22"
"HR1XMC00BC4","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",16,20,250,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-15mm to 17.9mm","HSS Rohit- 1X  Mandrel 16x20x250 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:46"
"HR1XMC00BD1","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",16,20,280,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-15mm to 17.9mm","HSS Rohit- 1X  Mandrel 16x20x280 ","2099-12-31","aditya@rigpl.com","2012-04-13 14:33:26"
"HR1XMC00BE9","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",16,20,350,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-15mm to 17.9mm","HSS Rohit- 1X  Mandrel 16x20x350 ","2099-12-31","ramesh.pant@rigpl.com","2012-07-09 11:45:57"
"HR1XMC00BF7","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",16,25,150,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-15mm to 17.9mm","HSS Rohit- 1X  Mandrel 16x25x150 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:45"
"HR1XMC00BG5","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",16,25,170,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-15mm to 17.9mm","HSS Rohit- 1X  Mandrel 16x25x170 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:45"
"HR1XMC00BH3","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",16,25,175,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-15mm to 17.9mm","HSS Rohit- 1X  Mandrel 16x25x175 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:45"
"HR1XMC00BJ8","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",16,25,180,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-15mm to 17.9mm","HSS Rohit- 1X  Mandrel 16x25x180 ","2099-12-31","ramesh.pant@rigpl.com","2012-09-26 10:54:16"
"HR1XMC00BK6","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",16,25,200,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-15mm to 17.9mm","HSS Rohit- 1X  Mandrel 16x25x200 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:45"
"HR1XMC00BL4","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",16,25,250,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-15mm to 17.9mm","HSS Rohit- 1X  Mandrel 16x25x250 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:46"
"HR1XMC00BM2","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",16,25,275,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-15mm to 17.9mm","HSS Rohit- 1X  Mandrel 16x25x275 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:46"
"HR1XMC00BN9","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",16,25,300,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-15mm to 17.9mm","HSS Rohit- 1X  Mandrel 16x25x300 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:46"
"HR1XMC00BP5","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",16,25,400,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-15mm to 17.9mm","HSS Rohit- 1X  Mandrel 16x25x400 ","2099-12-31","ramesh.pant@rigpl.com","2012-10-19 16:10:40"
"HR1XMC00BQ3","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",16,30,300,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-15mm to 17.9mm","HSS Rohit- 1X  Mandrel 16x30x300 ","2099-12-31","ramesh.pant@rigpl.com","2012-07-09 11:50:32"
"HR1XMC00BR1","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",16,30,400,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-15mm to 17.9mm","HSS Rohit- 1X  Mandrel 16x30x400 ","2099-12-31","aditya@rigpl.com","2012-06-15 13:56:40"
"HR1XMC00BS8","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",16,32,170,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-15mm to 17.9mm","HSS Rohit- 1X  Mandrel 16x32x170 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:45"
"HR1XMC00BT6","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",16,32,240,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-15mm to 17.9mm","HSS Rohit- 1X  Mandrel 16x32x240 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:45"
"HR1XMC00GU9","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",16,32,250,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-15mm to 17.9mm","HSS Rohit- 1X  Mandrel 16x32x250 ","2099-12-31","abhinav@rigpl.com","2014-06-27 12:57:30.232642"
"HR1XMC00BU4","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",16,32,275,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-15mm to 17.9mm","HSS Rohit- 1X  Mandrel 16x32x275 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:46"
"HR1XMC00BV2","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",16,32,400,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-15mm to 17.9mm","HSS Rohit- 1X  Mandrel 16x32x400 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:48"
"HR1XMC00BW0","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",16,35,230,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-15mm to 17.9mm","HSS Rohit- 1X  Mandrel 16x35x230 ","2099-12-31","anuj@rigpl.com","2012-02-04 11:37:05"
"HR1XMC00BX7","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",16.5,16.5,150,"","","","","","","-","-","-","No","","82078000","H1MC-Square Mandrels-Metric-16mm to 19.9mm","HSS Rohit- 1X  Mandrel 16.5x16.5x150 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:45"
"HR1XMC001H0","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",17,18,120,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-15mm to 17.9mm","HSS Rohit- 1X  Mandrel 17x18x120 ","2099-12-31","ramesh.pant@rigpl.com","2013-11-09 12:56:05"
"HR1XMC00H66","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",17,20,200,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-15mm to 17.9mm","HSS Rohit- 1X  Mandrel 17x20x200 ","2099-12-31","ramesh.pant@rigpl.com","2014-09-03 19:23:30.634036"
"HR1XMC00BY5","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",18,18,100,"","","","","","","-","-","-","No","","82078000","H1MC-Square Mandrels-Metric-16mm to 19.9mm","HSS Rohit- 1X  Mandrel 18x18x100 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:47"
"HR1XMC00BZ3","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",18,18,140,"","","","","","","-","-","-","No","","82078000","H1MC-Square Mandrels-Metric-16mm to 19.9mm","HSS Rohit- 1X  Mandrel 18x18x140 ","2099-12-31","ramesh.pant@rigpl.com","2012-10-25 10:44:45"
"HR1XMC00C04","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",18,18,145,"","","","","","","-","-","-","No","","82078000","H1MC-Square Mandrels-Metric-16mm to 19.9mm","HSS Rohit- 1X  Mandrel 18x18x145 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:47"
"HR1XMC00C12","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",18,18,150,"","","","","","","-","-","-","No",5,"82078000","H1MC-Square Mandrels-Metric-16mm to 19.9mm","HSS Rohit- 1X  Mandrel 18x18x150 ","2099-12-31","aditya@rigpl.com","2011-03-03 12:52:29"
"HR1XMC00C20","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",18,18,170,"","","","","","","-","-","-","No","","82078000","H1MC-Square Mandrels-Metric-16mm to 19.9mm","HSS Rohit- 1X  Mandrel 18x18x170 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:47"
"HR1XMC00C38","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",18,18,180,"","","","","","","-","-","-","No","","82078000","H1MC-Square Mandrels-Metric-16mm to 19.9mm","HSS Rohit- 1X  Mandrel 18x18x180 ","2099-12-31","ramesh.pant@rigpl.com","2012-05-08 21:43:53"
"HR1XMC00C46","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",18,18,200,"","","","","","","-","-","-","No",2,"82078000","H1MC-Square Mandrels-Metric-16mm to 19.9mm","HSS Rohit- 1X  Mandrel 18x18x200 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:47"
